,loss,binary_crossentropy,kullback_leibler_divergence,val_loss,val_binary_crossentropy,val_kullback_leibler_divergence
0,87.16864776611328,0.6233875155448914,0.1678796410560608,26.08267593383789,0.536655843257904,0.09095822274684906
1,19.638179779052734,0.5190842747688293,0.03327735513448715,16.86945152282715,0.5143814086914062,0.03434335067868233
2,14.637734413146973,0.5104321241378784,0.02263912372291088,12.398406028747559,0.5078157186508179,0.016457652673125267
3,10.998252868652344,0.507243275642395,0.015563233755528927,9.602398872375488,0.5065547823905945,0.013168423436582088
4,9.095338821411133,0.506264865398407,0.012328824028372765,8.375656127929688,0.5061580538749695,0.014312450774013996
5,8.122901916503906,0.5056824684143066,0.0106596564874053,7.549126148223877,0.5054452419281006,0.011291638016700745
6,7.487617015838623,0.5052299499511719,0.00960287731140852,6.996664524078369,0.5048412680625916,0.0067415060475468636
7,6.954655647277832,0.5048511028289795,0.008965986780822277,6.512851238250732,0.5045557618141174,0.007801577914506197
8,6.527248859405518,0.5045431852340698,0.008529010228812695,6.123106479644775,0.5043184757232666,0.008563893847167492
9,6.178050994873047,0.504264771938324,0.008103703148663044,5.802219867706299,0.5040367841720581,0.007376671768724918
10,5.906843185424805,0.504056453704834,0.007876183837652206,5.584408283233643,0.5037418007850647,0.005668976344168186
11,5.623479843139648,0.5038511753082275,0.007551411632448435,5.3028459548950195,0.5037133097648621,0.008903979323804379
12,5.325362682342529,0.503673791885376,0.007325427606701851,5.063824653625488,0.5036019682884216,0.008771528489887714
13,5.174662113189697,0.5035284757614136,0.007035651709884405,4.781833648681641,0.5033645033836365,0.006777249742299318
14,4.909378528594971,0.5033780932426453,0.006733983755111694,4.733752250671387,0.5033726096153259,0.00888026226311922
15,4.7618303298950195,0.5032542943954468,0.006498909555375576,4.404531478881836,0.5031504034996033,0.006417668424546719
16,4.591161727905273,0.5031272768974304,0.006140898913145065,4.621558666229248,0.5029717087745667,0.0027848617173731327
17,4.423318386077881,0.5030128359794617,0.005950301885604858,4.136443138122559,0.503005862236023,0.008065217174589634
18,4.282871246337891,0.5029107928276062,0.0057365018874406815,4.0027971267700195,0.5027338266372681,0.004705455154180527
19,4.159534931182861,0.5028094053268433,0.005507407709956169,3.862783670425415,0.5026880502700806,0.00546173844486475
20,4.104421138763428,0.502729594707489,0.005302032921463251,3.9381165504455566,0.5026358962059021,0.0070112342946231365
21,4.032173156738281,0.5026461482048035,0.0050094593316316605,4.017199993133545,0.5025941133499146,0.006959610618650913
22,3.840285062789917,0.502569317817688,0.004956426564604044,3.464189291000366,0.5024393200874329,0.00503091886639595
